contract_id,contract_type,contract_status,vendor_id,project_id,contract_manager_id,scope_of_work,original_value,revised_value,revision_factor,variation_orders,currency,start_date,end_date,duration_months,retention_pct,performance_bond_pct,advance_payment_pct,liquidated_damages_pct,payment_terms,insurance_required,description,created_date
CTR-2022-000098,LUMP_SUM,APPROVED,VND-000113,PRJ-2019-00463,EMP-000259,Catering & Camp Services,1485976.82,1856430.84,1.2493,2,SAR,2022-11-28,2024-10-18,23,10,10,0,2.0,PROGRESS,False,Able teach certain candidate economy company produce ago address so draw food company.,2022-11-28
CTR-2024-000099,COST_PLUS,COMPLETED,VND-000277,PRJ-2019-00813,EMP-000623,Road & Infrastructure,1012233.86,1067299.38,1.0544,0,SAR,2024-03-08,2028-07-15,53,5,0,15,2.0,MILESTONE,True,Camera inside box as large gun.,2024-03-08
CTR-2019-000100,LUMP_SUM,ACTIVE,VND-000799,PRJ-2024-00539,EMP-000704,Electrical & Instrumentation,706528.84,836954.06,1.1846,2,USD,2019-06-21,2020-01-17,7,5,15,30,2.0,MILESTONE,False,Board mean war analysis situation term miss leader who article look husband rather.,2019-06-21
CTR-2020-000101,REMEASURE,COMPLETED,VND-000084,PRJ-2020-00852,EMP-000181,Piping & Fabrication,120203.8,127307.84,1.0591,0,USD,2020-06-23,2021-11-15,17,5,10,0,2.0,PROGRESS,True,Republican kitchen tonight focus chance call person one Republican herself our far.,2020-06-23
CTR-2021-000102,REMEASURE,UNDER_NEGOTIATION,VND-000268,PRJ-2022-00607,EMP-000969,Civil Works,534470.61,468784.17,0.8771,0,EUR,2021-10-11,2026-05-18,56,10,0,0,0.5,PROGRESS,True,Painting between reduce table prepare shoulder result Democrat later direction fund law.,2021-10-11
CTR-2023-000103,REMEASURE,COMPLETED,VND-000831,PRJ-2024-00911,EMP-000916,Road & Infrastructure,600746.44,567585.24,0.9448,0,USD,2023-11-13,2025-09-03,22,5,0,0,1.0,COMPLETION,True,Role fine fine effort well rather listen before be it season.,2023-11-13
CTR-2020-000104,LUMP_SUM,APPROVED,VND-000518,PRJ-2019-00752,EMP-000600,HVAC Installation,301517.73,388264.38,1.2877,1,GBP,2020-09-18,2021-06-15,9,5,5,20,0.5,COMPLETION,True,Speech news only no form business government program seek test.,2020-09-18
CTR-2019-000105,LUMP_SUM,TERMINATED,VND-000695,PRJ-2021-00255,EMP-000243,Road & Infrastructure,788644.9,951657.8,1.2067,2,EUR,2019-04-25,2020-05-19,13,5,15,20,2.0,MONTHLY,True,Why outside goal official defense prevent.,2019-04-25
CTR-2022-000106,REMEASURE,TERMINATED,VND-000343,PRJ-2020-00598,EMP-000612,Electrical & Instrumentation,1841472.88,1517926.09,0.8243,0,USD,2022-11-22,2025-08-08,33,5,0,0,5.0,PROGRESS,False,Suggest glass news boy everything difficult investment night.,2022-11-22
CTR-2022-000107,LUMP_SUM,ACTIVE,VND-000955,PRJ-2021-00576,EMP-000306,Electrical & Instrumentation,17009436.76,16691360.29,0.9813,0,USD,2022-09-15,2026-11-23,51,10,10,30,0.5,MONTHLY,True,Party poor ago upon stop environment Congress reflect finally fund accept thank not.,2022-09-15
CTR-2021-000108,REMEASURE,ACTIVE,VND-000228,PRJ-2020-00204,EMP-000853,Fire Fighting Systems,1305199.84,1306113.48,1.0007,0,USD,2021-03-23,2023-03-13,24,5,15,10,1.0,PROGRESS,True,Attorney scientist will begin most heavy law church find food walk.,2021-03-23
CTR-2023-000109,COST_PLUS,ACTIVE,VND-000547,PRJ-2023-00520,EMP-000853,Scaffolding Services,1478185.07,1576040.92,1.0662,1,USD,2023-01-12,2025-01-01,24,10,0,20,2.0,MONTHLY,True,Be apply church pay purpose evening product magazine kind event sense box involve.,2023-01-12
CTR-2021-000110,EPC,COMPLETED,VND-000969,PRJ-2022-00592,EMP-000369,Civil Works,898364.46,1042731.63,1.1607,2,USD,2021-09-21,2025-09-30,49,10,15,10,1.0,MONTHLY,True,Question or money final determine worker area daughter war.,2021-09-21
CTR-2022-000111,LUMP_SUM,APPROVED,VND-000322,PRJ-2019-00421,EMP-000834,Painting & Coatings,56491.37,67083.5,1.1875,2,SAR,2022-12-24,2023-06-22,6,10,5,30,1.0,PROGRESS,False,Share face build market issue can mouth.,2022-12-24
CTR-2022-000112,REMEASURE,ACTIVE,VND-000276,PRJ-2023-00471,EMP-000893,Piping & Fabrication,965333.76,937532.15,0.9712,0,EUR,2022-12-22,2026-08-03,44,10,10,30,5.0,MILESTONE,True,Matter street south author technology amount affect TV.,2022-12-22
CTR-2021-000113,LUMP_SUM,TERMINATED,VND-000485,PRJ-2020-00790,EMP-000478,Insulation Works,1099477.16,1267147.43,1.1525,1,USD,2021-06-18,2025-10-25,53,10,10,15,0.5,COMPLETION,False,Office of remember individual boy again foot soon peace story.,2021-06-18
CTR-2022-000114,COST_PLUS,TERMINATED,VND-000230,PRJ-2024-00298,EMP-000057,Transportation & Logistics,40421127.68,38149460.3,0.9438,0,USD,2022-08-21,2024-03-13,19,10,15,10,1.0,PROGRESS,False,Because such during open model how financial fund four collection.,2022-08-21
CTR-2024-000115,LUMP_SUM,UNDER_NEGOTIATION,VND-000987,PRJ-2023-00246,EMP-000397,Commissioning Support,752727.5,621301.28,0.8254,0,USD,2024-04-02,2024-12-28,9,5,10,20,0.5,MILESTONE,True,Plan most create simply go when population challenge bill eight community check.,2024-04-02
CTR-2023-000116,EPC,APPROVED,VND-000794,PRJ-2021-00489,EMP-000323,Catering & Camp Services,1579029.56,1860096.82,1.178,1,USD,2023-11-02,2028-02-09,52,0,5,30,0.5,MILESTONE,True,Concern significant management senior service large.,2023-11-02
CTR-2020-000117,TURNKEY,DRAFT,VND-000653,PRJ-2023-00807,EMP-000822,Road & Infrastructure,953535.89,851698.26,0.8932,0,SAR,2020-01-10,2023-03-25,39,10,0,15,2.0,COMPLETION,False,Poor worry follow wife firm key light place someone option goal avoid left.,2020-01-10
CTR-2020-000118,TURNKEY,ACTIVE,VND-000306,PRJ-2019-00829,EMP-000168,Electrical & Instrumentation,174029.99,167991.15,0.9653,0,EUR,2020-12-06,2021-03-06,3,10,10,15,1.0,COMPLETION,False,Arm story baby ten talk past.,2020-12-06
CTR-2023-000119,LUMP_SUM,ACTIVE,VND-000149,PRJ-2023-00190,EMP-000210,HVAC Installation,5577405.28,5793250.86,1.0387,0,USD,2023-07-08,2026-01-23,31,5,10,15,0.5,PROGRESS,True,His oil west school American training occur could painting may whatever late.,2023-07-08
CTR-2019-000120,REMEASURE,ACTIVE,VND-000254,PRJ-2019-00416,EMP-000838,Road & Infrastructure,3103060.84,3914821.56,1.2616,1,EUR,2019-11-10,2021-12-29,26,10,5,10,1.0,MILESTONE,True,Word base position always remain yard model particular hair truth.,2019-11-10
CTR-2023-000121,LUMP_SUM,COMPLETED,VND-000782,PRJ-2022-00776,EMP-000906,Mechanical Installation,3290492.87,3951881.94,1.201,1,GBP,2023-11-25,2027-04-08,41,0,15,30,2.0,MONTHLY,True,Impact full our smile positive at behind question exist rich.,2023-11-25
CTR-2023-000122,TURNKEY,APPROVED,VND-000904,PRJ-2019-00154,EMP-000252,Scaffolding Services,256765.58,247547.7,0.9641,0,USD,2023-11-07,2027-10-17,48,10,15,0,5.0,MONTHLY,True,Their four old center glass whose recognize hot organization visit finally heavy social.,2023-11-07
CTR-2023-000123,REMEASURE,ACTIVE,VND-000936,PRJ-2023-00474,EMP-000523,Fire Fighting Systems,8237368.27,9568526.98,1.1616,1,USD,2023-01-24,2024-05-18,16,10,0,0,5.0,MONTHLY,True,Prove stock school rate money position interest.,2023-01-24
CTR-2019-000124,TURNKEY,UNDER_NEGOTIATION,VND-000784,PRJ-2020-00033,EMP-000476,Structural Steel Erection,122666.36,123206.09,1.0044,0,GBP,2019-12-21,2022-05-09,29,5,15,20,5.0,MONTHLY,True,Adult final week game she court yourself choice fast small.,2019-12-21
CTR-2024-000125,TURNKEY,APPROVED,VND-000566,PRJ-2023-00122,EMP-000274,Commissioning Support,2422439.48,3140450.54,1.2964,2,USD,2024-12-08,2029-07-15,56,0,0,15,5.0,COMPLETION,True,Side strong this also from short capital heavy class story side speak.,2024-12-08
CTR-2020-000126,LUMP_SUM,ACTIVE,VND-000447,PRJ-2024-00194,EMP-000168,Road & Infrastructure,26847504.67,21910248.56,0.8161,0,EUR,2020-01-08,2021-05-02,16,0,0,30,0.5,MONTHLY,True,Return analysis hair rest wide particular sell six.,2020-01-08
CTR-2019-000127,REMEASURE,ACTIVE,VND-000346,PRJ-2021-00773,EMP-000079,Catering & Camp Services,227338.53,197807.25,0.8701,0,USD,2019-12-19,2021-11-08,23,10,10,10,2.0,MILESTONE,False,Move finally speak light strong happy water worker.,2019-12-19
CTR-2023-000128,LUMP_SUM,ACTIVE,VND-000092,PRJ-2020-00571,EMP-000997,Engineering Design,429575.76,532630.98,1.2399,1,EUR,2023-07-18,2026-05-03,34,0,10,20,2.0,COMPLETION,True,Show sing me industry class current painting their appear lose he.,2023-07-18
CTR-2021-000129,LUMP_SUM,COMPLETED,VND-000786,PRJ-2022-00247,EMP-000365,HVAC Installation,1166451.8,1108595.79,0.9504,0,GBP,2021-01-18,2023-06-07,29,5,5,20,1.0,MILESTONE,True,Represent middle by base civil last message.,2021-01-18
CTR-2019-000130,TURNKEY,COMPLETED,VND-000146,PRJ-2024-00549,EMP-000300,Road & Infrastructure,472024.66,389797.96,0.8258,0,EUR,2019-10-02,2024-07-07,58,0,5,30,1.0,MILESTONE,False,Begin treat stage this us increase how hear history bank different.,2019-10-02
CTR-2021-000131,LUMP_SUM,COMPLETED,VND-000336,PRJ-2022-00960,EMP-000300,Painting & Coatings,98125.73,125699.06,1.281,1,EUR,2021-08-08,2025-06-18,47,10,5,20,1.0,PROGRESS,False,Us stuff practice social case expert stop receive catch relationship.,2021-08-08
CTR-2022-000132,REMEASURE,COMPLETED,VND-000502,PRJ-2022-00268,EMP-000622,Structural Steel Erection,1113305.93,1176096.38,1.0564,0,USD,2022-12-16,2027-02-23,51,5,5,15,2.0,MONTHLY,True,Past town affect democratic change vote participant institution simply down business.,2022-12-16
CTR-2020-000133,COST_PLUS,DRAFT,VND-000929,PRJ-2023-00958,EMP-000977,HVAC Installation,204136.55,222427.18,1.0896,1,USD,2020-04-11,2021-09-03,17,5,5,20,2.0,COMPLETION,False,Information soldier lead book toward others administration middle drop.,2020-04-11
CTR-2024-000134,COST_PLUS,ACTIVE,VND-000570,PRJ-2022-00174,EMP-000210,Scaffolding Services,2043937.49,2371376.28,1.1602,1,USD,2024-09-21,2025-03-20,6,10,0,0,0.5,MONTHLY,True,Fact ability good number cost property model.,2024-09-21
CTR-2024-000135,LUMP_SUM,COMPLETED,VND-000015,PRJ-2020-00224,EMP-000839,Painting & Coatings,252928.89,260010.9,1.028,0,EUR,2024-11-20,2027-08-07,33,10,15,0,0.5,COMPLETION,True,Attack moment medical write never hospital like player wonder effect.,2024-11-20
CTR-2023-000136,COST_PLUS,ACTIVE,VND-000470,PRJ-2024-00018,EMP-000838,Insulation Works,10271684.68,12393814.73,1.2066,1,GBP,2023-03-04,2023-11-29,9,10,5,10,1.0,PROGRESS,False,Ground attack drop price billion old.,2023-03-04
CTR-2021-000137,COST_PLUS,UNDER_NEGOTIATION,VND-000671,PRJ-2023-00471,EMP-000935,Structural Steel Erection,310245.77,285922.5,0.9216,0,USD,2021-02-21,2025-10-28,57,10,0,0,5.0,COMPLETION,True,Card good full poor store range wonder long consider care.,2021-02-21
CTR-2019-000138,REMEASURE,COMPLETED,VND-000127,PRJ-2022-00512,EMP-000745,HVAC Installation,619648.54,695555.49,1.1225,1,EUR,2019-02-17,2019-07-17,5,0,5,30,5.0,MONTHLY,False,Already cut social though firm financial huge spring list already positive.,2019-02-17
CTR-2024-000139,TURNKEY,COMPLETED,VND-000944,PRJ-2024-00674,EMP-000030,Electrical & Instrumentation,3403367.11,3027975.72,0.8897,0,USD,2024-04-19,2025-04-14,12,10,15,0,2.0,MILESTONE,True,Ground sit tend forward buy happy threat sea thus.,2024-04-19
CTR-2022-000140,REMEASURE,ACTIVE,VND-000633,PRJ-2022-00774,EMP-000210,Insulation Works,158530.7,189475.89,1.1952,0,USD,2022-06-02,2023-02-27,9,5,5,0,2.0,COMPLETION,False,Fund cost reality happen something entire bar interesting issue yet.,2022-06-02
CTR-2021-000141,LUMP_SUM,ACTIVE,VND-000749,PRJ-2021-00503,EMP-000369,Scaffolding Services,1412949.47,1381723.29,0.9779,0,USD,2021-11-19,2025-07-31,45,5,0,30,2.0,MILESTONE,False,Nation fly bag produce fill owner international ready.,2021-11-19
CTR-2019-000142,LUMP_SUM,ACTIVE,VND-000247,PRJ-2019-00758,EMP-000671,Electrical & Instrumentation,7136365.22,6838778.79,0.9583,0,USD,2019-05-15,2021-07-03,26,5,0,10,0.5,COMPLETION,True,Language risk treatment past itself police social arm provide image.,2019-05-15
CTR-2023-000143,REMEASURE,UNDER_NEGOTIATION,VND-000142,PRJ-2023-00363,EMP-000925,Insulation Works,90108.98,76277.25,0.8465,0,GBP,2023-07-01,2025-03-22,21,5,15,0,1.0,MILESTONE,True,Song quickly well central parent sit alone attack sing hand him note.,2023-07-01
CTR-2020-000144,LUMP_SUM,ACTIVE,VND-000823,PRJ-2021-00150,EMP-000097,Insulation Works,1325036.8,1170802.52,0.8836,0,USD,2020-08-26,2021-03-24,7,5,10,10,5.0,MILESTONE,True,Check last he know baby case happen fire everything whether ago control military.,2020-08-26
CTR-2020-000145,LUMP_SUM,TERMINATED,VND-000539,PRJ-2022-00862,EMP-000648,Insulation Works,1483365.71,1783005.58,1.202,1,USD,2020-07-27,2025-02-01,55,10,5,15,2.0,MILESTONE,True,Brother simple region Democrat partner really your customer career available common require young.,2020-07-27
CTR-2020-000146,EPC,TERMINATED,VND-000475,PRJ-2019-00753,EMP-000818,Insulation Works,3245351.78,4166707.15,1.2839,1,USD,2020-05-27,2024-10-03,53,5,10,0,1.0,MILESTONE,True,Property remember nearly face feel church remember record company gun.,2020-05-27
CTR-2023-000147,LUMP_SUM,COMPLETED,VND-000334,PRJ-2020-00449,EMP-000482,Commissioning Support,157089.96,190958.56,1.2156,0,GBP,2023-07-22,2026-05-07,34,0,10,10,2.0,MILESTONE,False,Building cut catch so ago network hard sound.,2023-07-22
CTR-2022-000148,LUMP_SUM,TERMINATED,VND-000799,PRJ-2020-00597,EMP-000693,Commissioning Support,138595.53,147909.15,1.0672,0,USD,2022-06-23,2027-05-28,60,10,0,0,1.0,PROGRESS,True,Candidate this assume huge response long improve important offer by first avoid letter.,2022-06-23
CTR-2023-000149,LUMP_SUM,TERMINATED,VND-000661,PRJ-2019-00991,EMP-000578,Structural Steel Erection,2197678.97,2819402.35,1.2829,2,USD,2023-02-09,2024-07-03,17,10,5,20,2.0,COMPLETION,False,General there sister policy consider whom item treat area buy check clearly.,2023-02-09
CTR-2023-000150,REMEASURE,APPROVED,VND-000040,PRJ-2024-00495,EMP-000163,Painting & Coatings,1568259.57,1486239.59,0.9477,0,USD,2023-12-05,2025-12-24,25,5,10,20,1.0,COMPLETION,True,Various different way million exist bad cultural what ever person.,2023-12-05
CTR-2019-000151,REMEASURE,COMPLETED,VND-000518,PRJ-2023-00069,EMP-000502,Painting & Coatings,1462619.08,1202711.67,0.8223,0,USD,2019-06-21,2020-03-17,9,10,5,10,1.0,MILESTONE,True,Move maybe collection walk child probably result painting successful nor stay agreement animal.,2019-06-21
CTR-2022-000152,EPC,ACTIVE,VND-000670,PRJ-2023-00645,EMP-000288,Structural Steel Erection,1689042.43,1508652.7,0.8932,0,USD,2022-12-20,2027-10-25,59,0,15,30,5.0,MONTHLY,False,Enough decision occur peace air threat nation politics few each southern image law.,2022-12-20
CTR-2020-000153,LUMP_SUM,COMPLETED,VND-000094,PRJ-2022-00592,EMP-000161,Insulation Works,362204.02,434572.38,1.1998,2,USD,2020-06-07,2023-01-23,32,0,10,20,2.0,COMPLETION,True,Citizen indeed less future century technology.,2020-06-07
CTR-2023-000154,LUMP_SUM,ACTIVE,VND-000759,PRJ-2019-00633,EMP-000259,HVAC Installation,1423146.11,1717595.04,1.2069,1,SAR,2023-10-03,2027-07-14,46,0,10,0,1.0,MONTHLY,True,Safe team wish candidate have no five letter environment easy.,2023-10-03
CTR-2024-000155,LUMP_SUM,ACTIVE,VND-001000,PRJ-2020-00142,EMP-000955,Electrical & Instrumentation,1559083.51,1546454.93,0.9919,0,USD,2024-09-23,2028-05-05,44,0,5,20,2.0,MILESTONE,True,Anything war ten industry while total spend.,2024-09-23
CTR-2022-000156,REMEASURE,COMPLETED,VND-000015,PRJ-2023-00497,EMP-000208,Road & Infrastructure,344026.12,308797.85,0.8976,0,SAR,2022-09-21,2025-07-07,34,5,15,20,5.0,MILESTONE,True,Return couple city you level these market bed hotel lead drive on any.,2022-09-21
CTR-2019-000157,COST_PLUS,APPROVED,VND-000051,PRJ-2019-00282,EMP-000365,HVAC Installation,16496549.02,17631511.59,1.0688,0,GBP,2019-10-24,2024-01-31,52,5,0,30,0.5,PROGRESS,True,Manager think pressure like Mr suggest issue think road.,2019-10-24
CTR-2019-000158,COST_PLUS,ACTIVE,VND-000352,PRJ-2024-00436,EMP-000161,Scaffolding Services,2044674.94,2388180.33,1.168,1,USD,2019-01-15,2020-08-07,19,5,0,20,0.5,MILESTONE,True,Hand hundred now crime network available mean share evidence writer quite.,2019-01-15
CTR-2024-000159,REMEASURE,ACTIVE,VND-000713,PRJ-2024-00170,EMP-000210,HVAC Installation,168222.83,200588.9,1.1924,1,GBP,2024-10-12,2027-10-27,37,5,5,15,2.0,PROGRESS,False,Campaign benefit health would newspaper hand certain.,2024-10-12
CTR-2023-000160,EPC,COMPLETED,VND-000149,PRJ-2020-00139,EMP-000704,Transportation & Logistics,2689404.66,3387036.23,1.2594,1,SAR,2023-03-23,2027-12-27,58,0,5,10,2.0,MILESTONE,False,Meeting matter and case four listen lead paper middle foreign party class wrong.,2023-03-23
CTR-2024-000161,LUMP_SUM,APPROVED,VND-000435,PRJ-2022-00643,EMP-000709,Road & Infrastructure,232809.89,229923.05,0.9876,0,EUR,2024-02-13,2026-12-29,35,10,10,15,5.0,PROGRESS,True,Order medical meeting majority none little admit former body.,2024-02-13
CTR-2024-000162,LUMP_SUM,TERMINATED,VND-000582,PRJ-2021-00871,EMP-000097,Fire Fighting Systems,3271067.38,3918084.51,1.1978,1,USD,2024-07-27,2025-11-19,16,5,10,15,2.0,MILESTONE,True,On someone rise read ago listen whose situation simply officer return.,2024-07-27
CTR-2022-000163,COST_PLUS,COMPLETED,VND-000077,PRJ-2020-00048,EMP-000151,Catering & Camp Services,5710935.3,6356842.08,1.1131,1,USD,2022-03-15,2024-10-30,32,0,15,10,1.0,PROGRESS,True,Lose modern return simple herself start drug occur red course kid industry include.,2022-03-15
CTR-2021-000164,LUMP_SUM,ACTIVE,VND-000127,PRJ-2019-00381,EMP-000252,Road & Infrastructure,293307.41,242242.59,0.8259,0,EUR,2021-04-14,2024-11-24,44,0,0,0,1.0,MONTHLY,True,Improve simple turn their save artist catch debate.,2021-04-14
CTR-2020-000165,REMEASURE,ACTIVE,VND-000013,PRJ-2020-00713,EMP-000599,Fire Fighting Systems,4261212.04,5150100.87,1.2086,1,EUR,2020-08-03,2021-12-26,17,5,0,0,0.5,PROGRESS,False,Your long heavy what least mouth national put test race.,2020-08-03
CTR-2020-000166,LUMP_SUM,COMPLETED,VND-000209,PRJ-2021-00657,EMP-000218,Insulation Works,1865745.74,1556405.1,0.8342,0,USD,2020-11-06,2023-05-25,31,5,5,10,5.0,COMPLETION,False,Particular court east newspaper different win father eye debate.,2020-11-06
CTR-2019-000167,TURNKEY,APPROVED,VND-000190,PRJ-2021-00604,EMP-000656,Scaffolding Services,3447259.89,3363836.2,0.9758,0,USD,2019-03-08,2020-10-28,20,10,0,10,2.0,MONTHLY,False,First give value somebody event business quality here woman stand west source.,2019-03-08
CTR-2024-000168,TURNKEY,APPROVED,VND-000851,PRJ-2024-00194,EMP-000678,Painting & Coatings,17282231.9,16380099.39,0.9478,0,GBP,2024-04-16,2026-07-05,27,0,5,20,0.5,MONTHLY,False,Among western bad under pretty section degree still even.,2024-04-16
CTR-2021-000169,LUMP_SUM,COMPLETED,VND-000952,PRJ-2024-00431,EMP-000625,Civil Works,695174.26,746061.02,1.0732,0,GBP,2021-02-01,2024-05-16,40,0,0,15,1.0,MONTHLY,False,Receive case past only drug prove most point appear including response beyond side.,2021-02-01
CTR-2022-000170,REMEASURE,SUSPENDED,VND-000837,PRJ-2022-00786,EMP-000709,Mechanical Installation,324290.74,328117.37,1.0118,0,USD,2022-09-18,2026-03-01,42,0,10,0,2.0,MILESTONE,False,Who within citizen present thing little.,2022-09-18
CTR-2020-000171,REMEASURE,ACTIVE,VND-000100,PRJ-2024-00318,EMP-000748,Mechanical Installation,264534.87,308183.12,1.165,1,USD,2020-02-14,2020-12-10,10,5,0,15,1.0,MONTHLY,False,Sense expert experience arrive shoulder present discussion school.,2020-02-14
CTR-2024-000172,LUMP_SUM,ACTIVE,VND-000565,PRJ-2022-00536,EMP-000871,Scaffolding Services,295458.77,352039.12,1.1915,1,USD,2024-03-24,2028-07-01,52,5,0,0,2.0,COMPLETION,True,Tree company think compare try young.,2024-03-24
CTR-2019-000173,LUMP_SUM,TERMINATED,VND-000117,PRJ-2023-00509,EMP-000782,Piping & Fabrication,894792.78,944364.3,1.0554,0,USD,2019-10-06,2021-11-24,26,0,10,0,0.5,MONTHLY,True,Small control see the face also fear owner up friend lawyer.,2019-10-06
CTR-2019-000174,LUMP_SUM,ACTIVE,VND-000632,PRJ-2019-00943,EMP-000223,Structural Steel Erection,1675677.24,1490514.9,0.8895,0,EUR,2019-12-24,2023-08-05,44,5,5,15,1.0,PROGRESS,True,Modern threat care mean evening speak former room possible responsibility add front.,2019-12-24
CTR-2019-000175,REMEASURE,UNDER_NEGOTIATION,VND-000081,PRJ-2021-00184,EMP-000364,Painting & Coatings,1521239.77,1828834.45,1.2022,0,SAR,2019-02-15,2023-11-21,58,5,10,15,0.5,COMPLETION,True,Nothing serious compare task today still middle beautiful protect.,2019-02-15
CTR-2020-000176,LUMP_SUM,COMPLETED,VND-000394,PRJ-2024-00476,EMP-000627,Catering & Camp Services,3473852.87,3806647.97,1.0958,1,SAR,2020-04-24,2025-03-29,60,10,5,10,0.5,COMPLETION,True,Word local very according himself land environment form.,2020-04-24
