movement_id,material_id,project_id,grn_id,movement_type,quantity,unit_of_measure,unit_cost,total_value,from_location,to_location,batch_number,reason_code,movement_date,posted_by,approved_by,remarks,created_date
INV-MOV-00000448,MAT-00000203,PRJ-2023-00744,,ISSUE,-488,SET,65340.77,-31886295.76,SITE-C-WAREHOUSE-SEC-03,,,PROJECT_CONSUMPTION,2020-12-09,Barbara Nunez,,,2020-12-09
INV-MOV-00000449,MAT-00000072,PRJ-2020-00922,GRN-2022-0000462,RECEIPT,249,SET,2585.95,643901.55,SITE-C-WAREHOUSE-SEC-05,,,PO_DELIVERY,2024-06-05,Daniel Black,,,2024-06-05
INV-MOV-00000450,MAT-00000374,PRJ-2019-00828,,ISSUE,-220,CUM,245.27,-53959.4,SITE-B-WAREHOUSE-SEC-01,,,PRODUCTION,2021-05-07,James Wiley,,,2021-05-07
INV-MOV-00000451,MAT-00000447,PRJ-2024-00284,,TRANSFER,-69,NOS,3160.9,-218102.1,SITE-C-WAREHOUSE-SEC-04,SITE-E-WAREHOUSE-SEC-04,,SITE_TRANSFER,2021-06-06,Patricia Collins,,,2021-06-06
INV-MOV-00000452,MAT-00000622,PRJ-2023-00084,,TRANSFER,-440,SQM,185.88,-81787.2,SITE-E-WAREHOUSE-SEC-02,SITE-C-WAREHOUSE-SEC-06,,SITE_TRANSFER,2024-02-09,Jesus Wood,,,2024-02-09
INV-MOV-00000453,MAT-00000647,PRJ-2019-00032,,TRANSFER,297,NOS,2060.27,611900.19,SITE-E-WAREHOUSE-SEC-02,SITE-A-WAREHOUSE-SEC-05,,BUFFER_STOCK,2021-10-06,Richard Stevenson,,,2021-10-06
INV-MOV-00000454,MAT-00000794,PRJ-2024-00153,,ISSUE,-115,MONTH,181814.96,-20908720.4,SITE-E-WAREHOUSE-SEC-06,,BATCH-37XX597,PRODUCTION,2025-05-29,Steven Hodges,,,2025-05-29
INV-MOV-00000455,MAT-00000407,PRJ-2020-00373,,ISSUE,-340,SET,170159.94,-57854379.6,SITE-B-WAREHOUSE-SEC-05,,,PROJECT_CONSUMPTION,2024-03-25,Aaron Ortiz,,,2024-03-25
INV-MOV-00000456,MAT-00000184,PRJ-2020-00580,,ADJUSTMENT,-338,KG,2795.08,-944737.04,SITE-B-WAREHOUSE-SEC-06,,,STOCK_COUNT,2024-09-04,Gregory Franco,Tiffany Smith,,2024-09-04
INV-MOV-00000457,MAT-00000500,PRJ-2021-00238,GRN-2019-0000240,RECEIPT,190,NOS,1698.58,322730.2,SITE-A-WAREHOUSE-SEC-06,,,RETURN_FROM_SITE,2020-09-22,Sarah Acosta,,,2020-09-22
INV-MOV-00000458,MAT-00000940,PRJ-2021-00466,,ADJUSTMENT,-21,BOX,474.05,-9955.05,SITE-C-WAREHOUSE-SEC-01,,,SYSTEM_CORRECTION,2024-09-23,Joseph Allen,Anthony Shea DDS,,2024-09-23
INV-MOV-00000459,MAT-00000270,PRJ-2022-00593,,ISSUE,-90,JOINT,660.36,-59432.4,SITE-D-WAREHOUSE-SEC-06,,,PROJECT_CONSUMPTION,2022-07-07,Thomas Merritt,,,2022-07-07
INV-MOV-00000460,MAT-00000386,PRJ-2024-00997,,ADJUSTMENT,265,RM,1836.26,486608.9,SITE-C-WAREHOUSE-SEC-04,,,STOCK_COUNT,2025-09-04,Mercedes Watson,Angela Davis,,2025-09-04
INV-MOV-00000461,MAT-00000143,PRJ-2020-00451,GRN-2021-0000527,RECEIPT,40,DAY,4380.31,175212.4,SITE-C-WAREHOUSE-SEC-02,,BATCH-26DB199,TRANSFER_IN,2020-04-05,Bianca Carter,,,2020-04-05
INV-MOV-00000462,MAT-00000122,PRJ-2019-00677,GRN-2023-0000339,RECEIPT,416,MONTH,797.6,331801.6,SITE-A-WAREHOUSE-SEC-04,,,TRANSFER_IN,2024-09-02,Tammy Long,,,2024-09-02
INV-MOV-00000463,MAT-00000854,PRJ-2019-00421,GRN-2025-0000131,RECEIPT,23,RM,1591.75,36610.25,SITE-E-WAREHOUSE-SEC-05,,,PO_DELIVERY,2020-03-09,Erika Chavez,,,2020-03-09
INV-MOV-00000464,MAT-00000151,PRJ-2019-00058,GRN-2021-0000185,RECEIPT,473,SET,308421.93,145883572.89,SITE-E-WAREHOUSE-SEC-04,,,TRANSFER_IN,2023-10-16,Tony Taylor,,,2023-10-16
INV-MOV-00000465,MAT-00000842,PRJ-2020-00291,,ADJUSTMENT,111,SET,80137.84,8895300.24,SITE-D-WAREHOUSE-SEC-04,,,QUALITY_HOLD,2020-04-22,Ashley Garcia,Erik Martinez,,2020-04-22
INV-MOV-00000466,MAT-00000597,PRJ-2019-00841,,TRANSFER,-320,NOS,47680.33,-15257705.6,SITE-C-WAREHOUSE-SEC-02,SITE-D-WAREHOUSE-SEC-04,BATCH-53QH747,WAREHOUSE_REORG,2023-10-30,Robert Torres,,,2023-10-30
INV-MOV-00000467,MAT-00000112,PRJ-2022-00017,GRN-2023-0000932,RECEIPT,441,NOS,46735.68,20610434.88,SITE-E-WAREHOUSE-SEC-06,,,PO_DELIVERY,2022-03-18,Lindsey Lewis,,,2022-03-18
INV-MOV-00000468,MAT-00000630,PRJ-2023-00615,GRN-2019-0000545,RECEIPT,402,CUM,264.38,106280.76,SITE-E-WAREHOUSE-SEC-01,,,TRANSFER_IN,2019-09-04,Brittany Dawson,,,2019-09-04
INV-MOV-00000469,MAT-00000002,PRJ-2023-00919,,ADJUSTMENT,-348,RM,1402.32,-488007.36,SITE-E-WAREHOUSE-SEC-04,,,SYSTEM_CORRECTION,2021-01-23,Jennifer Williams,Robert Thompson,,2021-01-23
INV-MOV-00000470,MAT-00000822,PRJ-2023-00494,,TRANSFER,196,RM,1383.09,271085.64,SITE-E-WAREHOUSE-SEC-01,SITE-D-WAREHOUSE-SEC-02,,SITE_TRANSFER,2021-09-02,Sarah Hawkins,,,2021-09-02
INV-MOV-00000471,MAT-00000898,PRJ-2020-00557,,ISSUE,-97,SET,9314.34,-903490.98,SITE-A-WAREHOUSE-SEC-06,,,PROJECT_CONSUMPTION,2024-01-04,Anna Garcia,,,2024-01-04
INV-MOV-00000472,MAT-00000385,PRJ-2021-00671,GRN-2024-0000324,RECEIPT,412,KG,2119.03,873040.36,SITE-D-WAREHOUSE-SEC-03,,,TRANSFER_IN,2019-03-21,Barbara Brown,,,2019-03-21
INV-MOV-00000473,MAT-00000876,PRJ-2024-00549,,ISSUE,-188,BAG,195.46,-36746.48,SITE-E-WAREHOUSE-SEC-03,,,MAINTENANCE,2024-07-22,Courtney Gonzalez,,,2024-07-22
INV-MOV-00000474,MAT-00000571,PRJ-2024-00495,GRN-2020-0000569,RECEIPT,287,NOS,1457.69,418357.03,SITE-D-WAREHOUSE-SEC-03,,BATCH-65QE199,TRANSFER_IN,2021-10-23,Austin Orr,,,2021-10-23
INV-MOV-00000475,MAT-00000142,PRJ-2019-00876,,ADJUSTMENT,-61,MT,920.52,-56151.72,SITE-D-WAREHOUSE-SEC-06,,BATCH-72CD151,SYSTEM_CORRECTION,2020-02-21,Thomas Hamilton,Kathleen Reyes,,2020-02-21
INV-MOV-00000476,MAT-00000821,PRJ-2021-00564,,ISSUE,-351,RM,74834.95,-26267067.45,SITE-A-WAREHOUSE-SEC-02,,BATCH-62RR532,PROJECT_CONSUMPTION,2022-11-22,Charles Mendez,,,2022-11-22
INV-MOV-00000477,MAT-00000483,PRJ-2020-00949,,ISSUE,-46,SET,27379.45,-1259454.7,SITE-A-WAREHOUSE-SEC-03,,BATCH-93JE476,PROJECT_CONSUMPTION,2020-07-08,Douglas Taylor,,,2020-07-08
INV-MOV-00000478,MAT-00000954,PRJ-2022-00411,,ISSUE,-267,NOS,37903.78,-10120309.26,SITE-C-WAREHOUSE-SEC-06,,,PROJECT_CONSUMPTION,2023-01-30,Stephen Fox,,,2023-01-30
INV-MOV-00000479,MAT-00000450,PRJ-2022-00011,GRN-2019-0000954,RECEIPT,337,RM,1247.14,420286.18,SITE-E-WAREHOUSE-SEC-03,,,TRANSFER_IN,2020-01-18,Rebekah Norton,,,2020-01-18
INV-MOV-00000480,MAT-00000238,PRJ-2020-00630,GRN-2023-0000369,RECEIPT,19,SET,70113.82,1332162.58,SITE-B-WAREHOUSE-SEC-06,,BATCH-65WK787,RETURN_FROM_SITE,2019-03-22,Jasmine White,,,2019-03-22
INV-MOV-00000481,MAT-00000362,PRJ-2023-00686,,ISSUE,-301,SET,5092.83,-1532941.83,SITE-B-WAREHOUSE-SEC-05,,BATCH-59DZ304,PROJECT_CONSUMPTION,2019-12-27,Kendra Wang DVM,,,2019-12-27
INV-MOV-00000482,MAT-00000744,PRJ-2024-00850,,ISSUE,-299,KG,641.29,-191745.71,SITE-C-WAREHOUSE-SEC-03,,BATCH-21IY334,PROJECT_CONSUMPTION,2025-05-22,Amy Davies,,,2025-05-22
INV-MOV-00000483,MAT-00000414,PRJ-2022-00589,GRN-2023-0000417,RECEIPT,90,DRUM,4915.96,442436.4,SITE-E-WAREHOUSE-SEC-01,,,RETURN_FROM_SITE,2023-02-07,Ryan Salinas,,,2023-02-07
INV-MOV-00000484,MAT-00000823,PRJ-2023-00526,,WRITEOFF,-449,JOINT,1386.02,-622322.98,SITE-E-WAREHOUSE-SEC-05,,,THEFT,2021-12-22,Ryan Bruce,Kevin Drake,,2021-12-22
INV-MOV-00000485,MAT-00000789,PRJ-2024-00250,,TRANSFER,-493,BOX,30.88,-15223.84,SITE-D-WAREHOUSE-SEC-05,SITE-A-WAREHOUSE-SEC-04,BATCH-59KJ059,BUFFER_STOCK,2019-05-13,Chelsea Travis,,,2019-05-13
INV-MOV-00000486,MAT-00000226,PRJ-2023-00694,,RETURN,410,DAY,4864.74,1994543.4,SITE-C-WAREHOUSE-SEC-04,,,WRONG_DELIVERY,2021-09-22,Katherine Parker,,,2021-09-22
INV-MOV-00000487,MAT-00000255,PRJ-2021-00295,GRN-2022-0000767,RECEIPT,345,MT,954.01,329133.45,SITE-C-WAREHOUSE-SEC-01,,,RETURN_FROM_SITE,2023-04-02,Brandon Hall II,,,2023-04-02
INV-MOV-00000488,MAT-00000588,PRJ-2021-00276,GRN-2023-0000700,RECEIPT,383,JOINT,1090.07,417496.81,SITE-B-WAREHOUSE-SEC-04,,BATCH-87MZ059,PO_DELIVERY,2024-04-12,Mitchell Sellers,,,2024-04-12
INV-MOV-00000489,MAT-00000212,PRJ-2019-00235,GRN-2020-0000857,RECEIPT,128,CUM,238.42,30517.76,SITE-E-WAREHOUSE-SEC-03,,BATCH-50TJ029,PO_DELIVERY,2020-02-24,Sarah Valencia,,,2020-02-24
INV-MOV-00000490,MAT-00000680,PRJ-2022-00505,,ISSUE,-392,KG,2948.83,-1155941.36,SITE-E-WAREHOUSE-SEC-01,,BATCH-15VT691,MAINTENANCE,2025-09-04,William Oconnor,,,2025-09-04
INV-MOV-00000491,MAT-00000903,PRJ-2023-00919,,ISSUE,-141,SET,388547.73,-54785229.93,SITE-D-WAREHOUSE-SEC-02,,BATCH-67SN528,PROJECT_CONSUMPTION,2025-09-19,Courtney Chapman,,,2025-09-19
INV-MOV-00000492,MAT-00000132,PRJ-2022-00056,,ISSUE,-217,NOS,29151.9,-6325962.3,SITE-D-WAREHOUSE-SEC-05,,BATCH-26LU442,PRODUCTION,2019-09-15,Michael Berry,,,2019-09-15
INV-MOV-00000493,MAT-00000469,PRJ-2024-01000,GRN-2025-0000472,RECEIPT,266,MT,861.75,229225.5,SITE-C-WAREHOUSE-SEC-06,,,RETURN_FROM_SITE,2019-01-07,Patricia Bradley,,,2019-01-07
INV-MOV-00000494,MAT-00000334,PRJ-2022-00371,,ISSUE,-133,NOS,1081.57,-143848.81,SITE-B-WAREHOUSE-SEC-05,,BATCH-29OK593,PRODUCTION,2021-05-02,Jon Rivera,,,2021-05-02
INV-MOV-00000495,MAT-00000189,PRJ-2020-00511,,ISSUE,-215,CUM,391.19,-84105.85,SITE-C-WAREHOUSE-SEC-03,,BATCH-13OF552,PROJECT_CONSUMPTION,2025-07-25,Meagan Daniel,,,2025-07-25
INV-MOV-00000496,MAT-00000590,PRJ-2019-00703,GRN-2023-0000739,RECEIPT,52,DRUM,3578.56,186085.12,SITE-C-WAREHOUSE-SEC-02,,,PO_DELIVERY,2023-08-10,Adam Clark,,,2023-08-10
INV-MOV-00000497,MAT-00000983,PRJ-2022-00757,GRN-2024-0000010,RECEIPT,413,MT,109.65,45285.45,SITE-B-WAREHOUSE-SEC-04,,,TRANSFER_IN,2022-03-10,Hayley Buchanan,,,2022-03-10
INV-MOV-00000498,MAT-00000738,PRJ-2019-00324,,TRANSFER,154,SET,60065.35,9250063.9,SITE-E-WAREHOUSE-SEC-01,SITE-D-WAREHOUSE-SEC-01,BATCH-00KA676,WAREHOUSE_REORG,2024-03-24,James Payne Jr.,,,2024-03-24
INV-MOV-00000499,MAT-00000645,PRJ-2023-00099,,ISSUE,-172,BOX,984.06,-169258.32,SITE-C-WAREHOUSE-SEC-03,,,MAINTENANCE,2021-10-14,Sean Curtis,,,2021-10-14
INV-MOV-00000500,MAT-00000422,PRJ-2019-00125,,ISSUE,-348,KG,754.57,-262590.36,SITE-E-WAREHOUSE-SEC-02,,,PRODUCTION,2023-10-22,Carla Jones,,,2023-10-22
INV-MOV-00000501,MAT-00000800,PRJ-2020-00292,,ISSUE,-345,NOS,499113.75,-172194243.75,SITE-E-WAREHOUSE-SEC-04,,,MAINTENANCE,2025-08-17,Elizabeth Flores,,,2025-08-17
INV-MOV-00000502,MAT-00000475,PRJ-2023-00647,,WRITEOFF,-445,MT,1710.48,-761163.6,SITE-B-WAREHOUSE-SEC-06,,,THEFT,2025-06-22,Angela Jackson,Nicholas Payne,,2025-06-22
INV-MOV-00000503,MAT-00000074,PRJ-2023-00082,GRN-2022-0000322,RECEIPT,117,MT,80.55,9424.35,SITE-C-WAREHOUSE-SEC-06,,BATCH-15TB997,TRANSFER_IN,2021-12-30,Matthew Lawson,,,2021-12-30
INV-MOV-00000504,MAT-00000909,PRJ-2019-00456,,TRANSFER,481,DAY,2199.22,1057824.82,SITE-E-WAREHOUSE-SEC-05,SITE-D-WAREHOUSE-SEC-04,,SITE_TRANSFER,2020-04-04,Anthony Rivera,,,2020-04-04
INV-MOV-00000505,MAT-00000678,PRJ-2020-00258,,ADJUSTMENT,-359,RM,32294.42,-11593696.78,SITE-B-WAREHOUSE-SEC-02,,BATCH-36QS884,SYSTEM_CORRECTION,2022-02-22,Brendan Long,Katherine Brown,,2022-02-22
INV-MOV-00000506,MAT-00000027,PRJ-2020-00790,,ISSUE,-392,RM,563.7,-220970.4,SITE-A-WAREHOUSE-SEC-01,,BATCH-06EM149,PRODUCTION,2021-11-13,Daniel Little,,,2021-11-13
INV-MOV-00000507,MAT-00000400,PRJ-2020-00317,GRN-2023-0000291,RECEIPT,378,NOS,41733.48,15775255.44,SITE-D-WAREHOUSE-SEC-06,,,PO_DELIVERY,2020-03-08,Kara Wilson,,Likely thus enter politics.,2020-03-08
INV-MOV-00000508,MAT-00000680,PRJ-2023-00366,,ADJUSTMENT,-167,KG,2948.83,-492454.61,SITE-D-WAREHOUSE-SEC-05,,,QUALITY_HOLD,2021-10-08,Jacob James,Andrew Gonzales,,2021-10-08
INV-MOV-00000509,MAT-00000606,PRJ-2024-00612,,ISSUE,-384,MT,725.63,-278641.92,SITE-E-WAREHOUSE-SEC-04,,,MAINTENANCE,2023-11-24,Russell Elliott,,,2023-11-24
INV-MOV-00000510,MAT-00000494,PRJ-2022-00553,GRN-2025-0000453,RECEIPT,46,RM,21.06,968.76,SITE-C-WAREHOUSE-SEC-03,,BATCH-21AW158,PO_DELIVERY,2022-05-14,Kristen Randall,,Industry movement term little think.,2022-05-14
INV-MOV-00000511,MAT-00000835,PRJ-2021-00777,,TRANSFER,177,LTR,3422.63,605805.51,SITE-E-WAREHOUSE-SEC-01,SITE-D-WAREHOUSE-SEC-04,,WAREHOUSE_REORG,2021-01-05,Blake Orr,,,2021-01-05
INV-MOV-00000512,MAT-00000816,PRJ-2019-00008,,ISSUE,-97,LTR,178.39,-17303.83,SITE-D-WAREHOUSE-SEC-05,,BATCH-08RN989,PRODUCTION,2022-07-22,Travis Cole,,,2022-07-22
INV-MOV-00000513,MAT-00000400,PRJ-2019-00849,,ISSUE,-135,NOS,41733.48,-5634019.8,SITE-A-WAREHOUSE-SEC-04,,,PRODUCTION,2024-05-02,Carol Lewis,,,2024-05-02
INV-MOV-00000514,MAT-00000702,PRJ-2024-00279,GRN-2019-0000545,RECEIPT,381,SET,1118.0,425958.0,SITE-C-WAREHOUSE-SEC-04,,BATCH-32RB061,RETURN_FROM_SITE,2020-02-05,Rodney Hernandez,,,2020-02-05
INV-MOV-00000515,MAT-00000467,PRJ-2019-00633,,ISSUE,-359,SQM,149.88,-53806.92,SITE-E-WAREHOUSE-SEC-04,,BATCH-94YJ511,PROJECT_CONSUMPTION,2020-06-13,Gabriel Hill,,,2020-06-13
INV-MOV-00000516,MAT-00000023,PRJ-2020-00191,,WRITEOFF,-145,CUM,338.52,-49085.4,SITE-C-WAREHOUSE-SEC-02,,,DAMAGED,2024-08-12,Shane Buchanan,Kelly Barnes,Change note old who.,2024-08-12
INV-MOV-00000517,MAT-00000016,PRJ-2023-00506,GRN-2025-0000320,RECEIPT,216,GAL,57.71,12465.36,SITE-D-WAREHOUSE-SEC-03,,,RETURN_FROM_SITE,2022-12-23,Brian Chan,,Test they there.,2022-12-23
INV-MOV-00000518,MAT-00000769,PRJ-2023-00975,GRN-2025-0000795,RECEIPT,137,KG,2261.19,309783.03,SITE-D-WAREHOUSE-SEC-01,,BATCH-46EC799,RETURN_FROM_SITE,2023-08-29,Jamie Montgomery,,,2023-08-29
INV-MOV-00000519,MAT-00000849,PRJ-2019-00013,GRN-2025-0000732,RECEIPT,394,SET,67829.22,26724712.68,SITE-B-WAREHOUSE-SEC-04,,BATCH-60DV653,PO_DELIVERY,2025-08-15,Derrick Watson,,,2025-08-15
INV-MOV-00000520,MAT-00000753,PRJ-2020-00790,GRN-2025-0000214,RECEIPT,341,NOS,1198.11,408555.51,SITE-D-WAREHOUSE-SEC-04,,,PO_DELIVERY,2024-06-08,Riley Collins,,,2024-06-08
INV-MOV-00000521,MAT-00000044,PRJ-2019-00763,,ADJUSTMENT,267,SET,33177.16,8858301.72,SITE-D-WAREHOUSE-SEC-06,,BATCH-71VC324,STOCK_COUNT,2021-04-12,Erica Daniel,Ann Alexander,,2021-04-12
INV-MOV-00000522,MAT-00000224,PRJ-2024-00997,GRN-2021-0000445,RECEIPT,325,NOS,223664.0,72690800.0,SITE-C-WAREHOUSE-SEC-01,,,RETURN_FROM_SITE,2020-05-21,Jennifer Washington,,,2020-05-21
INV-MOV-00000523,MAT-00000010,PRJ-2021-00993,GRN-2025-0000708,RECEIPT,402,CUM,18.84,7573.68,SITE-D-WAREHOUSE-SEC-06,,BATCH-85ET082,PO_DELIVERY,2023-03-21,Jennifer Deleon,,,2023-03-21
INV-MOV-00000524,MAT-00000512,PRJ-2024-00094,,RETURN,174,DAY,71068.11,12365851.14,SITE-A-WAREHOUSE-SEC-01,,BATCH-89MD023,WRONG_DELIVERY,2021-11-27,Jesus Hull,,,2021-11-27
INV-MOV-00000525,MAT-00000129,PRJ-2022-00500,GRN-2019-0000808,RECEIPT,286,NOS,378.85,108351.1,SITE-C-WAREHOUSE-SEC-04,,BATCH-34ZO578,RETURN_FROM_SITE,2024-04-08,Melanie Allen,,,2024-04-08
INV-MOV-00000526,MAT-00000138,PRJ-2022-00257,,ADJUSTMENT,-249,CUM,389.7,-97035.3,SITE-E-WAREHOUSE-SEC-03,,,QUALITY_HOLD,2023-12-23,Jeremy Horne MD,Hailey Monroe,,2023-12-23
INV-MOV-00000527,MAT-00000357,PRJ-2022-00332,,TRANSFER,-141,HR,1944.03,-274108.23,SITE-E-WAREHOUSE-SEC-05,SITE-B-WAREHOUSE-SEC-01,,WAREHOUSE_REORG,2023-03-21,Ronald Davis,,,2023-03-21
INV-MOV-00000528,MAT-00000465,PRJ-2020-00001,,TRANSFER,260,NOS,998.36,259573.6,SITE-B-WAREHOUSE-SEC-01,SITE-D-WAREHOUSE-SEC-05,,BUFFER_STOCK,2020-06-13,Anthony Nash,,,2020-06-13
INV-MOV-00000529,MAT-00000839,PRJ-2022-00397,GRN-2023-0000510,RECEIPT,350,RM,745.1,260785.0,SITE-E-WAREHOUSE-SEC-02,,BATCH-33PA334,TRANSFER_IN,2023-05-25,Sharon Coffey,,,2023-05-25
INV-MOV-00000530,MAT-00000099,PRJ-2022-00536,,RETURN,23,SET,23797.14,547334.22,SITE-B-WAREHOUSE-SEC-02,,BATCH-07ZA229,DEFECTIVE,2025-01-17,Lee Hahn,,,2025-01-17
INV-MOV-00000531,MAT-00000033,PRJ-2019-00585,,ISSUE,-199,KG,218.31,-43443.69,SITE-D-WAREHOUSE-SEC-05,,,PROJECT_CONSUMPTION,2023-12-26,Michelle Hill,,,2023-12-26
INV-MOV-00000532,MAT-00000621,PRJ-2020-00736,GRN-2021-0000944,RECEIPT,477,KG,514.04,245197.08,SITE-B-WAREHOUSE-SEC-06,,,TRANSFER_IN,2022-02-10,Sarah Stevens,,Level quality station.,2022-02-10
INV-MOV-00000533,MAT-00000572,PRJ-2023-00762,,ADJUSTMENT,-213,CUM,162.2,-34548.6,SITE-A-WAREHOUSE-SEC-05,,BATCH-69QX108,STOCK_COUNT,2021-09-28,Linda Campbell,Karen Rogers,,2021-09-28
INV-MOV-00000534,MAT-00000080,PRJ-2023-00968,GRN-2024-0000100,RECEIPT,266,NOS,144152.82,38344650.12,SITE-A-WAREHOUSE-SEC-06,,BATCH-45MJ444,PO_DELIVERY,2020-09-29,Cynthia Brown,,,2020-09-29
INV-MOV-00000535,MAT-00000255,PRJ-2021-00584,,ISSUE,-92,MT,954.01,-87768.92,SITE-E-WAREHOUSE-SEC-06,,,PRODUCTION,2023-08-01,Rhonda Powell,,,2023-08-01
INV-MOV-00000536,MAT-00000691,PRJ-2024-00470,,RETURN,219,SQM,189.46,41491.74,SITE-A-WAREHOUSE-SEC-02,,,WRONG_DELIVERY,2025-04-03,Charles Johnson,,,2025-04-03
INV-MOV-00000537,MAT-00000162,PRJ-2019-00547,,WRITEOFF,-227,NOS,26106.48,-5926170.96,SITE-C-WAREHOUSE-SEC-03,,,THEFT,2023-06-16,Edward Meadows MD,Lauren Cooley,,2023-06-16
INV-MOV-00000538,MAT-00000441,PRJ-2019-00846,,RETURN,312,SET,82344.73,25691555.76,SITE-B-WAREHOUSE-SEC-05,,BATCH-35QW387,WRONG_DELIVERY,2023-04-20,Sarah Pittman,,,2023-04-20
INV-MOV-00000539,MAT-00000261,PRJ-2021-00369,,WRITEOFF,-230,RM,52324.82,-12034708.6,SITE-D-WAREHOUSE-SEC-01,,,EXPIRED,2024-01-18,Catherine Davis,David Stokes,,2024-01-18
INV-MOV-00000540,MAT-00000912,PRJ-2022-00310,GRN-2021-0000220,RECEIPT,114,SET,35856.22,4087609.08,SITE-C-WAREHOUSE-SEC-01,,,TRANSFER_IN,2025-12-20,Catherine Frazier,,,2025-12-20
INV-MOV-00000541,MAT-00000585,PRJ-2020-00949,,ISSUE,-49,NOS,4994.15,-244713.35,SITE-A-WAREHOUSE-SEC-04,,BATCH-51VT353,MAINTENANCE,2021-03-21,Stephen Watson,,,2021-03-21
INV-MOV-00000542,MAT-00000256,PRJ-2019-00239,GRN-2020-0000095,RECEIPT,154,SET,195172.36,30056543.44,SITE-E-WAREHOUSE-SEC-04,,,TRANSFER_IN,2023-04-22,Julie Wilson,,,2023-04-22
INV-MOV-00000543,MAT-00000495,PRJ-2019-00178,,ISSUE,-461,SET,1483.88,-684068.68,SITE-E-WAREHOUSE-SEC-01,,BATCH-09EM991,PRODUCTION,2023-11-25,Sharon James,,,2023-11-25
INV-MOV-00000544,MAT-00000391,PRJ-2020-00081,,TRANSFER,-472,MT,82.94,-39147.68,SITE-C-WAREHOUSE-SEC-04,SITE-E-WAREHOUSE-SEC-01,,BUFFER_STOCK,2025-04-27,Anthony Dickerson,,,2025-04-27
INV-MOV-00000545,MAT-00000650,PRJ-2021-00797,,ISSUE,-28,MT,2680.21,-75045.88,SITE-C-WAREHOUSE-SEC-05,,,PROJECT_CONSUMPTION,2019-06-13,Curtis Ortiz,,,2019-06-13
INV-MOV-00000546,MAT-00000715,PRJ-2020-00227,GRN-2024-0000750,RECEIPT,345,LTR,29.55,10194.75,SITE-D-WAREHOUSE-SEC-04,,,PO_DELIVERY,2025-11-01,Susan Ellis,,,2025-11-01
INV-MOV-00000547,MAT-00000297,PRJ-2020-00806,,ISSUE,-68,KG,1566.16,-106498.88,SITE-C-WAREHOUSE-SEC-01,,,PRODUCTION,2022-10-20,Mike Maxwell,,,2022-10-20
INV-MOV-00000548,MAT-00000088,PRJ-2022-00409,,ISSUE,-397,NOS,368101.75,-146136394.75,SITE-B-WAREHOUSE-SEC-02,,BATCH-75AC250,MAINTENANCE,2022-10-14,Philip Jackson,,,2022-10-14
INV-MOV-00000549,MAT-00000201,PRJ-2022-00575,,ISSUE,-377,DRUM,2846.81,-1073247.37,SITE-E-WAREHOUSE-SEC-02,,BATCH-27BO129,MAINTENANCE,2020-02-06,Jeffrey Woods,,,2020-02-06
INV-MOV-00000550,MAT-00000947,PRJ-2024-00590,GRN-2019-0000424,RECEIPT,344,JOINT,1426.74,490798.56,SITE-D-WAREHOUSE-SEC-03,,BATCH-00AU835,TRANSFER_IN,2021-04-08,Kiara Smith,,,2021-04-08
INV-MOV-00000551,MAT-00000789,PRJ-2023-00313,GRN-2024-0000632,RECEIPT,180,BOX,30.88,5558.4,SITE-D-WAREHOUSE-SEC-05,,BATCH-03IG354,PO_DELIVERY,2020-08-13,Kevin Jackson,,,2020-08-13
INV-MOV-00000552,MAT-00000383,PRJ-2023-00160,,TRANSFER,437,SET,553.5,241879.5,SITE-A-WAREHOUSE-SEC-02,SITE-C-WAREHOUSE-SEC-03,,SITE_TRANSFER,2019-06-25,Elizabeth Carter,,,2019-06-25
INV-MOV-00000553,MAT-00000483,PRJ-2024-00024,,ISSUE,-379,SET,27379.45,-10376811.55,SITE-E-WAREHOUSE-SEC-02,,,MAINTENANCE,2020-10-06,Linda Morgan,,,2020-10-06
INV-MOV-00000554,MAT-00000638,PRJ-2020-00748,,WRITEOFF,-356,CUM,95.63,-34044.28,SITE-A-WAREHOUSE-SEC-04,,,OBSOLETE,2023-12-06,Whitney Cooper,Heather Lopez,,2023-12-06
INV-MOV-00000555,MAT-00000291,PRJ-2023-00206,,TRANSFER,317,SET,74237.64,23533331.88,SITE-D-WAREHOUSE-SEC-06,SITE-A-WAREHOUSE-SEC-01,BATCH-60NU332,BUFFER_STOCK,2022-12-05,Jonathan Martinez,,,2022-12-05
INV-MOV-00000556,MAT-00000111,PRJ-2024-00020,GRN-2022-0000665,RECEIPT,453,NOS,36383.9,16481906.7,SITE-D-WAREHOUSE-SEC-02,,,PO_DELIVERY,2022-09-18,Rebecca Brooks,,,2022-09-18
INV-MOV-00000557,MAT-00000497,PRJ-2024-00888,,ISSUE,-46,SET,899.72,-41387.12,SITE-B-WAREHOUSE-SEC-02,,,PRODUCTION,2023-08-23,Patricia Dean,,Yes product president after ready.,2023-08-23
INV-MOV-00000558,MAT-00000254,PRJ-2023-00945,,ISSUE,-171,JOINT,1459.67,-249603.57,SITE-D-WAREHOUSE-SEC-04,,BATCH-67QE618,PRODUCTION,2024-03-21,Christine Jennings,,,2024-03-21
INV-MOV-00000559,MAT-00000641,PRJ-2022-00310,GRN-2019-0000283,RECEIPT,257,JOINT,1931.02,496272.14,SITE-A-WAREHOUSE-SEC-06,,,PO_DELIVERY,2021-07-18,Jason Garcia,,,2021-07-18
