item_id,contract_id,boq_reference,boq_section,line_number,material_id,description,unit_of_measure,quantity,unit_rate,amount,qty_executed,executed_pct,milestone_flag,milestone_description,item_status,variation_ref,retention_applicable,notes,created_date
CTR-2019-000242-BOQ-0128,CTR-2019-000242,5.10.2,Concrete Works,2,MAT-00000698,Production politics others again.,JOINT,659,1286.71,847941.89,639,97.0,False,,ON_HOLD,,True,,2022-05-25
CTR-2023-000816-BOQ-0129,CTR-2023-000816,1.9.1,Insulation,1,MAT-00000361,Only spend do similar small.,CUM,76,76.94,5847.44,57,75.0,True,During call north attention share.,ACTIVE,,True,,2020-01-05
CTR-2023-000816-BOQ-0130,CTR-2023-000816,1.10.2,Insulation,2,MAT-00000630,Able teach certain candidate economy company produce ago.,CUM,520,298.93,155443.6,42,8.1,False,,REVISED,,True,,2020-09-09
CTR-2023-000816-BOQ-0131,CTR-2023-000816,1.1.3,Insulation,3,MAT-00000981,Group small open.,SQM,462,145.45,67197.9,460,99.6,False,,ON_HOLD,VO-042,True,,2023-11-29
CTR-2023-000816-BOQ-0132,CTR-2023-000816,1.9.4,Insulation,4,MAT-00000450,Company appear score.,RM,536,1578.73,846199.28,372,69.4,False,,ACTIVE,,True,,2022-10-02
CTR-2023-000816-BOQ-0133,CTR-2023-000816,1.6.5,Insulation,5,MAT-00000068,Box as large gun order later develop.,BAG,97,161.0,15617.0,49,50.5,False,,ACTIVE,,False,,2022-09-27
CTR-2019-000084-BOQ-0134,CTR-2019-000084,3.6.1,Civil Works,1,MAT-00000939,Your suggest international blue.,NOS,318,541155.45,172087433.1,200,62.9,True,Analysis situation term miss leader who.,ACTIVE,VO-036,True,,2020-06-07
CTR-2019-000084-BOQ-0135,CTR-2019-000084,3.9.2,Civil Works,2,MAT-00000687,Available ball part assume every plan.,RM,96,205.25,19704.0,54,56.2,False,,ACTIVE,,False,,2024-06-14
CTR-2019-000084-BOQ-0136,CTR-2019-000084,3.4.3,Civil Works,3,MAT-00000197,Republican herself our far measure involve soldier.,NOS,141,53417.98,7531935.18,75,53.2,False,,ACTIVE,,False,,2019-06-04
CTR-2019-000084-BOQ-0137,CTR-2019-000084,3.6.4,Civil Works,4,MAT-00000678,Table prepare shoulder result.,RM,898,43913.45,39434278.1,134,14.9,False,,ACTIVE,,True,,2020-11-09
CTR-2019-000084-BOQ-0138,CTR-2019-000084,3.8.5,Civil Works,5,MAT-00000739,Involve thousand including still human.,NOS,45,40842.68,1837920.6,43,95.6,False,,ON_HOLD,,False,,2021-08-16
CTR-2019-000084-BOQ-0139,CTR-2019-000084,3.4.6,Civil Works,6,MAT-00000547,Fine fine effort well.,SET,317,26955.8,8544988.6,240,75.7,False,,ACTIVE,,True,,2022-02-28
CTR-2019-000084-BOQ-0140,CTR-2019-000084,3.7.7,Civil Works,7,MAT-00000797,Attack story behavior benefit school speech news.,LTR,515,1055.72,543695.8,165,32.0,False,,REVISED,,True,,2023-03-01
CTR-2019-000084-BOQ-0141,CTR-2019-000084,3.2.8,Civil Works,8,MAT-00000568,What no prove improve them wait institution trouble.,SET,729,2534.65,1847759.85,127,17.4,False,,REVISED,,False,,2023-11-27
CTR-2019-000084-BOQ-0142,CTR-2019-000084,3.4.9,Civil Works,9,MAT-00000094,Why outside goal.,NOS,837,403436.49,337676342.13,357,42.7,False,,ACTIVE,,True,,2019-12-01
CTR-2019-000084-BOQ-0143,CTR-2019-000084,3.4.10,Civil Works,10,MAT-00000384,Medical choice lot suggest glass news boy.,SET,29,3667.61,106360.69,3,10.3,False,,ACTIVE,,True,,2024-04-19
CTR-2022-000713-BOQ-0144,CTR-2022-000713,12.8.1,Concrete Works,1,MAT-00000481,Party poor ago upon stop environment Congress reflect.,NOS,631,523.77,330498.87,81,12.8,True,Off southern suddenly window.,ACTIVE,,False,,2023-09-30
CTR-2022-000713-BOQ-0145,CTR-2022-000713,12.5.2,Concrete Works,2,MAT-00000114,Tv go consider century price.,JOINT,244,1337.41,326328.04,12,4.9,False,,ACTIVE,,True,,2024-08-09
CTR-2022-000713-BOQ-0146,CTR-2022-000713,12.9.3,Concrete Works,3,MAT-00000612,Center plan air second.,SET,17,75845.73,1289377.41,7,41.2,False,,ACTIVE,VO-023,True,,2019-12-17
CTR-2022-000713-BOQ-0147,CTR-2022-000713,12.6.4,Concrete Works,4,MAT-00000537,Heavy law church find food.,CUM,70,190.23,13316.1,69,98.6,False,,ON_HOLD,,True,,2023-05-04
CTR-2022-000713-BOQ-0148,CTR-2022-000713,12.5.5,Concrete Works,5,MAT-00000383,Other third choose senior anyone bank kitchen.,SET,766,503.54,385711.64,69,9.0,False,,ACTIVE,,False,,2022-09-23
CTR-2022-000713-BOQ-0149,CTR-2022-000713,12.1.6,Concrete Works,6,MAT-00000137,Magazine kind event sense box involve.,RM,361,79.45,28681.45,329,91.1,False,,REVISED,,True,,2020-07-06
CTR-2022-000713-BOQ-0150,CTR-2022-000713,12.8.7,Concrete Works,7,MAT-00000065,Question or money final determine.,MONTH,38,3477.16,132132.08,2,5.3,False,,DELETED,,True,,2024-04-23
CTR-2022-000713-BOQ-0151,CTR-2022-000713,12.1.8,Concrete Works,8,MAT-00000260,Area daughter war should share face build market.,SET,772,23909.91,18458450.52,292,37.8,False,,REVISED,,True,,2023-02-16
CTR-2022-000713-BOQ-0152,CTR-2022-000713,12.7.9,Concrete Works,9,MAT-00000448,Compare herself region matter street south.,SET,762,26681.69,20331447.78,395,51.8,False,,ACTIVE,,True,,2021-12-28
CTR-2022-000713-BOQ-0153,CTR-2022-000713,12.2.10,Concrete Works,10,MAT-00000821,However score job least.,RM,745,86411.9,64376865.5,440,59.1,False,,REVISED,,True,Television office of remember.,2022-04-25
CTR-2022-000713-BOQ-0154,CTR-2022-000713,12.8.11,Concrete Works,11,MAT-00000314,Face if whom commercial way least.,CUM,618,125.48,77546.64,170,27.5,False,,ACTIVE,VO-023,True,,2019-08-23
CTR-2022-000713-BOQ-0155,CTR-2022-000713,12.7.12,Concrete Works,12,MAT-00000077,Because such during open model how.,LTR,373,4372.25,1630849.25,347,93.0,False,,ACTIVE,,True,,2020-06-01
CTR-2022-000713-BOQ-0156,CTR-2022-000713,12.4.13,Concrete Works,13,MAT-00000069,Second develop single baby plan.,JOINT,798,1833.87,1463428.26,370,46.4,False,,ACTIVE,,True,,2023-03-04
CTR-2022-000713-BOQ-0157,CTR-2022-000713,12.2.14,Concrete Works,14,MAT-00000455,Member town glass road standard spring door.,NOS,588,7684.8,4518662.4,375,63.8,False,,ACTIVE,,True,,2024-08-06
CTR-2020-000531-BOQ-0158,CTR-2020-000531,2.5.1,Painting & Coatings,1,MAT-00000269,Eight community check service.,NOS,721,30669.18,22112478.78,626,86.8,False,,ON_HOLD,,True,,2024-01-26
CTR-2020-000531-BOQ-0159,CTR-2020-000531,2.8.2,Painting & Coatings,2,MAT-00000177,Concern significant management senior.,RM,90,1046.14,94152.6,40,44.4,False,,ACTIVE,,True,,2020-10-07
CTR-2020-000531-BOQ-0160,CTR-2020-000531,2.3.3,Painting & Coatings,3,MAT-00000729,Firm key light place someone option goal avoid.,JOINT,813,730.9,594221.7,229,28.2,True,Large under north play person ten.,ACTIVE,,False,Later arm story baby ten talk past.,2023-02-20
CTR-2020-000531-BOQ-0161,CTR-2020-000531,2.9.4,Painting & Coatings,4,MAT-00000479,Prepare focus little character artist billion tonight.,NOS,133,48386.1,6435351.3,22,16.5,True,His oil west school American training.,ACTIVE,,True,,2023-08-05
CTR-2020-000531-BOQ-0162,CTR-2020-000531,2.10.5,Painting & Coatings,5,MAT-00000844,Word base position always remain yard.,RM,76,1510.22,114776.72,40,52.6,False,,ACTIVE,,True,,2021-01-15
CTR-2020-000531-BOQ-0163,CTR-2020-000531,2.3.6,Painting & Coatings,6,MAT-00000787,Appear piece free form newspaper hit edge surface.,NOS,444,86542.16,38424719.04,444,100.0,True,Mission city health executive impact full.,ACTIVE,,True,,2021-07-12
CTR-2020-000531-BOQ-0164,CTR-2020-000531,2.9.7,Painting & Coatings,7,MAT-00000355,Their four old center glass whose recognize hot.,MT,917,1707.49,1565768.33,80,8.7,False,,ACTIVE,,True,,2024-12-25
CTR-2020-000096-BOQ-0165,CTR-2020-000096,3.10.1,Civil Works,1,MAT-00000607,Remember be next poor foreign campaign reflect water.,NOS,158,27767.59,4387279.22,154,97.5,False,,ON_HOLD,VO-002,True,,2021-12-20
CTR-2020-000096-BOQ-0166,CTR-2020-000096,3.4.2,Civil Works,2,MAT-00000667,Behavior provide meet adult final week game.,SET,786,1167.83,917914.38,632,80.4,False,,ACTIVE,,True,,2024-06-01
CTR-2020-000096-BOQ-0167,CTR-2020-000096,3.7.3,Civil Works,3,MAT-00000251,Court yourself choice fast small medical music.,MT,305,1347.38,410950.9,30,9.8,False,,ACTIVE,,True,,2022-07-31
CTR-2020-000096-BOQ-0168,CTR-2020-000096,3.6.4,Civil Works,4,MAT-00000752,Also from short capital heavy class story.,MT,999,163.4,163236.6,778,77.9,False,,ACTIVE,,True,,2021-10-12
CTR-2020-000096-BOQ-0169,CTR-2020-000096,3.2.5,Civil Works,5,MAT-00000145,Speak close join improve put down know expect.,HR,52,1381.22,71823.44,24,46.2,False,,ACTIVE,,False,,2022-07-04
CTR-2020-000096-BOQ-0170,CTR-2020-000096,3.3.6,Civil Works,6,MAT-00000195,Doctor dream whole six tough create question.,KG,511,3331.18,1702232.98,478,93.5,False,,ACTIVE,VO-026,True,,2021-05-31
CTR-2020-000096-BOQ-0171,CTR-2020-000096,3.6.7,Civil Works,7,MAT-00000598,Worker left example high month whom stage.,CUM,50,435.67,21783.5,31,62.0,False,,REVISED,,True,Catch economic political them never bill suffer surface.,2020-03-16
CTR-2020-000096-BOQ-0172,CTR-2020-000096,3.3.8,Civil Works,8,MAT-00000442,Base civil last message store.,RM,904,1484.41,1341906.64,374,41.4,False,,ACTIVE,,True,,2022-03-28
CTR-2020-000096-BOQ-0173,CTR-2020-000096,3.7.9,Civil Works,9,MAT-00000076,Watch develop later glass.,CUM,517,204.96,105964.32,286,55.3,False,,ACTIVE,,True,Increase how hear.,2023-03-09
CTR-2021-000814-BOQ-0174,CTR-2021-000814,6.3.1,Painting & Coatings,1,MAT-00000774,Yes heart agreement us stuff practice.,SET,204,13645.2,2783620.8,102,50.0,False,,ACTIVE,,True,,2024-02-15
CTR-2021-000814-BOQ-0175,CTR-2021-000814,6.10.2,Painting & Coatings,2,MAT-00000153,Case expert stop receive.,MT,915,1003.67,918358.05,335,36.6,False,,ACTIVE,,True,,2022-10-09
CTR-2021-000814-BOQ-0176,CTR-2021-000814,6.9.3,Painting & Coatings,3,MAT-00000520,Serve light past town.,JOINT,546,234.81,128206.26,306,56.0,False,,ACTIVE,,True,,2022-06-14
CTR-2021-000814-BOQ-0177,CTR-2021-000814,6.1.4,Painting & Coatings,4,MAT-00000816,Eight strong nature.,LTR,612,211.35,129346.2,592,96.7,False,,ACTIVE,,True,,2023-04-07
CTR-2021-000814-BOQ-0178,CTR-2021-000814,6.4.5,Painting & Coatings,5,MAT-00000152,Month book explain feeling answer information soldier lead.,DRUM,33,227.29,7500.57,7,21.2,False,,ACTIVE,,True,,2024-08-17
CTR-2021-000814-BOQ-0179,CTR-2021-000814,6.10.6,Painting & Coatings,6,MAT-00000794,Student matter movie place.,MONTH,943,215080.42,202820836.06,868,92.0,False,,ACTIVE,,True,,2024-05-13
CTR-2019-000539-BOQ-0180,CTR-2019-000539,3.9.1,Electrical Works,1,MAT-00000471,Drop century investment pass drive indicate professor.,SET,351,46544.46,16337105.46,346,98.6,False,,ACTIVE,,True,,2021-02-26
CTR-2019-000539-BOQ-0181,CTR-2019-000539,3.4.2,Electrical Works,2,MAT-00000981,Model guess well name.,SQM,286,186.68,53390.48,115,40.2,False,,ON_HOLD,,False,,2024-06-25
CTR-2019-000539-BOQ-0182,CTR-2019-000539,3.8.3,Electrical Works,3,MAT-00000325,Never hospital like player wonder effect administration.,RM,358,1539.75,551230.5,140,39.1,False,,ACTIVE,,False,,2022-11-14
CTR-2019-000539-BOQ-0183,CTR-2019-000539,3.3.4,Electrical Works,4,MAT-00000978,General run pick sign.,MT,298,60.86,18136.28,40,13.4,False,,ACTIVE,,True,,2022-01-15
CTR-2019-000539-BOQ-0184,CTR-2019-000539,3.9.5,Electrical Works,5,MAT-00000956,Card good full poor store range.,KG,713,500.05,356535.65,111,15.6,False,,ACTIVE,,True,,2021-08-11
CTR-2019-000539-BOQ-0185,CTR-2019-000539,3.2.6,Electrical Works,6,MAT-00000054,Social though firm.,MT,424,1031.3,437271.2,241,56.8,True,Place specific as simply leader fall.,REVISED,VO-036,False,,2024-05-02
CTR-2019-000539-BOQ-0186,CTR-2019-000539,3.4.7,Electrical Works,7,MAT-00000489,Middle writer myself education send.,JOINT,775,347.74,269498.5,328,42.3,False,,ACTIVE,,True,,2019-06-02
CTR-2024-000936-BOQ-0187,CTR-2024-000936,7.3.1,Concrete Works,1,MAT-00000904,Experience television answer pretty event.,MT,957,4335.63,4149197.91,856,89.4,False,,ACTIVE,,False,,2019-06-03
CTR-2024-000936-BOQ-0188,CTR-2024-000936,7.5.2,Concrete Works,2,MAT-00000010,Join hundred keep what fund cost.,CUM,582,23.77,13834.14,343,58.9,False,,ON_HOLD,,True,,2024-08-27
CTR-2024-000936-BOQ-0189,CTR-2024-000936,7.5.3,Concrete Works,3,MAT-00000480,Happen something entire bar interesting issue yet.,NOS,198,291497.29,57716463.42,84,42.4,False,,ACTIVE,,True,,2022-04-23
CTR-2024-000936-BOQ-0190,CTR-2024-000936,7.4.4,Concrete Works,4,MAT-00000582,Nation fly bag produce.,DAY,180,3751.32,675237.6,163,90.6,False,,REVISED,,True,,2021-01-26
CTR-2024-000936-BOQ-0191,CTR-2024-000936,7.8.5,Concrete Works,5,MAT-00000144,Knowledge response coach know language.,CUM,332,611.33,202961.56,3,0.9,False,,ACTIVE,,False,,2019-02-16
CTR-2024-000936-BOQ-0192,CTR-2024-000936,7.6.6,Concrete Works,6,MAT-00000268,Guy song quickly well central parent.,NOS,710,167038.16,118597093.6,683,96.2,True,Past itself police social arm.,ACTIVE,,True,,2022-06-27
CTR-2024-000936-BOQ-0193,CTR-2024-000936,7.2.7,Concrete Works,7,MAT-00000707,Alone attack sing hand him note.,NOS,655,22047.72,14441256.6,302,46.1,False,,ACTIVE,,True,,2023-03-11
CTR-2024-000936-BOQ-0194,CTR-2024-000936,7.9.8,Concrete Works,8,MAT-00000426,Check last he know baby case happen fire.,SET,935,9693.84,9063740.4,550,58.8,False,,REVISED,,True,,2019-12-02
CTR-2024-000936-BOQ-0195,CTR-2024-000936,7.8.9,Concrete Works,9,MAT-00000539,Economic box save material hit.,CUM,541,429.91,232581.31,79,14.6,False,,ACTIVE,,False,,2020-09-05
CTR-2024-000936-BOQ-0196,CTR-2024-000936,7.6.10,Concrete Works,10,MAT-00000169,Brother simple region Democrat partner really your.,CUM,875,47.69,41728.75,119,13.6,False,,ACTIVE,,False,,2019-08-16
CTR-2024-000936-BOQ-0197,CTR-2024-000936,7.3.11,Concrete Works,11,MAT-00000465,But table later together knowledge.,NOS,526,1147.37,603516.62,59,11.2,False,,ACTIVE,,True,,2019-01-13
CTR-2024-000936-BOQ-0198,CTR-2024-000936,7.4.12,Concrete Works,12,MAT-00000764,Specific whose worry property.,KG,593,2260.08,1340227.44,433,73.0,False,,ACTIVE,,False,Nearly face feel church.,2024-04-17
CTR-2024-000936-BOQ-0199,CTR-2024-000936,7.5.13,Concrete Works,13,MAT-00000033,Soldier meeting building cut.,KG,419,220.05,92200.95,69,16.5,False,,ON_HOLD,,True,,2023-04-16
CTR-2024-000936-BOQ-0200,CTR-2024-000936,7.7.14,Concrete Works,14,MAT-00000460,Door management guess occur.,LTR,385,2406.35,926444.75,338,87.8,False,,ACTIVE,,True,,2023-05-29
CTR-2024-000936-BOQ-0201,CTR-2024-000936,7.3.15,Concrete Works,15,MAT-00000542,Sound necessary partner beat finally yourself rest.,KG,746,2877.61,2146697.06,3,0.4,False,,ON_HOLD,,False,,2023-04-03
CTR-2022-000844-BOQ-0202,CTR-2022-000844,8.3.1,Steel Structures,1,MAT-00000355,Quite general there sister policy consider whom.,MT,283,1616.03,457336.49,57,20.1,True,Improve important offer by first avoid.,ACTIVE,,False,,2021-09-12
CTR-2022-000844-BOQ-0203,CTR-2022-000844,8.2.2,Steel Structures,2,MAT-00000212,Me than story million fight class.,CUM,104,299.54,31152.16,57,54.8,False,,ACTIVE,VO-048,True,,2021-06-08
CTR-2022-000844-BOQ-0204,CTR-2022-000844,8.1.3,Steel Structures,3,MAT-00000773,Generation wait thus suffer economy.,SET,144,7585.57,1092322.08,74,51.4,False,,ON_HOLD,,True,,2022-08-06
CTR-2022-000844-BOQ-0205,CTR-2022-000844,8.5.4,Steel Structures,4,MAT-00000243,Ever person pass behavior political option oil.,SQM,898,170.63,153225.74,676,75.3,False,,ACTIVE,,True,,2020-12-18
CTR-2024-000642-BOQ-0206,CTR-2024-000642,9.1.1,Instrumentation,1,MAT-00000508,Probably result painting successful.,NOS,996,4328.26,4310946.96,658,66.1,False,,REVISED,,True,,2023-03-22
CTR-2024-000642-BOQ-0207,CTR-2024-000642,9.9.2,Instrumentation,2,MAT-00000189,American tell ball we side enough decision.,CUM,485,408.63,198185.55,115,23.7,False,,ACTIVE,,False,,2023-09-03
CTR-2024-000642-BOQ-0208,CTR-2024-000642,9.9.3,Instrumentation,3,MAT-00000571,Indicate police marriage phone face what lot.,NOS,138,1651.64,227926.32,65,47.1,False,,ACTIVE,,False,Father authority art keep machine daughter.,2021-02-19
CTR-2024-000642-BOQ-0209,CTR-2024-000642,9.5.4,Instrumentation,4,MAT-00000053,Middle blood drop business last cell.,PKT,387,543.32,210264.84,308,79.6,True,Century technology floor write generation human.,ACTIVE,,True,,2021-06-07
CTR-2024-000642-BOQ-0210,CTR-2024-000642,9.4.5,Instrumentation,5,MAT-00000491,Face his past.,MT,891,2273.43,2025626.13,310,34.8,False,,ACTIVE,,False,,2024-05-15
CTR-2024-000642-BOQ-0211,CTR-2024-000642,9.4.6,Instrumentation,6,MAT-00000937,While total spend value return.,RM,713,49268.82,35128668.66,209,29.3,False,,ACTIVE,,True,,2023-01-11
CTR-2024-000642-BOQ-0212,CTR-2024-000642,9.5.7,Instrumentation,7,MAT-00000316,Several marriage method material final.,MT,369,813.38,300137.22,254,68.8,False,,REVISED,,False,,2021-04-12
CTR-2024-000642-BOQ-0213,CTR-2024-000642,9.6.8,Instrumentation,8,MAT-00000380,Bed hotel lead.,SET,424,43328.21,18371161.04,113,26.7,False,,ACTIVE,,True,,2022-04-24
CTR-2024-000642-BOQ-0214,CTR-2024-000642,9.4.9,Instrumentation,9,MAT-00000157,Democrat good anything manager think.,NOS,338,30664.39,10364563.82,291,86.1,False,,ACTIVE,,True,,2024-06-24
CTR-2024-000642-BOQ-0215,CTR-2024-000642,9.8.10,Instrumentation,10,MAT-00000990,Experience account blue care enough hand idea.,CUM,472,30.28,14292.16,407,86.2,False,,ACTIVE,,True,,2019-08-29
CTR-2024-000642-BOQ-0216,CTR-2024-000642,9.1.11,Instrumentation,11,MAT-00000537,Hundred now crime.,CUM,860,181.96,156485.6,837,97.3,False,,REVISED,,False,,2020-09-10
CTR-2020-000010-BOQ-0217,CTR-2020-000010,8.1.1,Painting & Coatings,1,MAT-00000383,Eye hit late near stay perhaps particularly.,SET,633,709.94,449392.02,631,99.7,False,,ACTIVE,VO-035,True,Window hour some fund.,2024-12-08
CTR-2020-000010-BOQ-0218,CTR-2020-000010,8.5.2,Painting & Coatings,2,MAT-00000740,Sense current meeting matter and case.,NOS,549,5908.02,3243502.98,17,3.1,False,,ACTIVE,,False,,2020-01-30
CTR-2020-000010-BOQ-0219,CTR-2020-000010,8.3.3,Painting & Coatings,3,MAT-00000537,Sound mind chance throw cause use.,CUM,247,131.19,32403.93,134,54.3,False,,ACTIVE,,True,,2024-02-24
CTR-2020-000010-BOQ-0220,CTR-2020-000010,8.4.4,Painting & Coatings,4,MAT-00000579,Class wrong school federal from stock.,KG,714,3083.09,2201326.26,700,98.0,False,,ACTIVE,,True,Majority none little admit former body indicate.,2023-07-19
CTR-2020-000389-BOQ-0221,CTR-2020-000389,8.1.1,Painting & Coatings,1,MAT-00000058,Someone rise read ago listen.,SET,720,22278.21,16040311.2,511,71.0,False,,ACTIVE,,False,,2024-12-03
CTR-2020-000389-BOQ-0222,CTR-2020-000389,8.1.2,Painting & Coatings,2,MAT-00000942,Officer return on color pick people subject challenge.,RM,236,82.97,19580.92,222,94.1,False,,ACTIVE,,False,,2022-02-22
CTR-2020-000389-BOQ-0223,CTR-2020-000389,8.9.3,Painting & Coatings,3,MAT-00000921,All way body affect finish.,SET,578,365347.76,211171005.28,183,31.7,False,,ACTIVE,,True,,2023-06-20
CTR-2020-000389-BOQ-0224,CTR-2020-000389,8.2.4,Painting & Coatings,4,MAT-00000952,Include data maybe particularly.,NOS,307,37743.32,11587199.24,123,40.1,False,,REVISED,,True,,2020-07-27
CTR-2020-000389-BOQ-0225,CTR-2020-000389,8.2.5,Painting & Coatings,5,MAT-00000810,Moment finish community treatment garden great sign.,NOS,513,3294.87,1690268.31,354,69.0,True,Their save artist catch debate foot.,ACTIVE,,True,,2023-06-13
CTR-2020-000389-BOQ-0226,CTR-2020-000389,8.6.6,Painting & Coatings,6,MAT-00000993,Particular court east newspaper different.,RM,31,222.23,6889.13,28,90.3,False,,ACTIVE,,True,,2023-04-06
CTR-2020-000389-BOQ-0227,CTR-2020-000389,8.10.7,Painting & Coatings,7,MAT-00000088,Give value somebody event business quality here.,NOS,303,507550.88,153787916.64,37,12.2,True,Side relate real major.,ACTIVE,,True,,2022-07-21
CTR-2022-000370-BOQ-0228,CTR-2022-000370,1.5.1,Earthworks,1,MAT-00000966,Get kind either look.,SET,456,2331.08,1062972.48,138,30.3,True,Stand west source fact explain.,ACTIVE,,True,,2020-02-28
CTR-2022-000370-BOQ-0229,CTR-2022-000370,1.2.2,Earthworks,2,MAT-00000027,Still even no even body.,RM,363,694.78,252205.14,305,84.0,False,,ACTIVE,,True,,2019-12-13
CTR-2021-000743-BOQ-0230,CTR-2021-000743,4.9.1,Painting & Coatings,1,MAT-00000586,Response beyond side accept nearly upon.,RM,174,61166.06,10642894.44,43,24.7,True,Dream anything toward difficult do beyond.,ACTIVE,,True,,2023-09-21
CTR-2021-000743-BOQ-0231,CTR-2021-000743,4.8.2,Painting & Coatings,2,MAT-00000307,Present thing little practice sense expert.,NOS,802,223755.26,179451718.52,257,32.0,False,,ACTIVE,,True,,2020-07-08
CTR-2021-000743-BOQ-0232,CTR-2021-000743,4.1.3,Painting & Coatings,3,MAT-00000312,Position traditional become off movement.,GAL,972,154.71,150378.12,861,88.6,False,,REVISED,,True,,2020-07-11
CTR-2021-000743-BOQ-0233,CTR-2021-000743,4.6.4,Painting & Coatings,4,MAT-00000308,Tree company think.,KG,618,2175.5,1344459.0,205,33.2,False,,ACTIVE,,True,,2024-07-04
CTR-2021-000743-BOQ-0234,CTR-2021-000743,4.10.5,Painting & Coatings,5,MAT-00000991,Value already structure small.,NOS,801,35536.02,28464352.02,385,48.1,False,,REVISED,,False,,2021-01-06
